"PeopleInHousehold","Region","State","MetroAreaCode","Age","Married","Sex","Education","Race","Hispanic","CountryOfBirthCode","Citizenship","EmploymentStatus","Industry"
2,"Midwest","Ohio",19380,78,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",19380,76,"Married","Female","High school","White",0,301,"Citizen, Naturalized","Retired",NA
2,"Midwest","Ohio",17460,30,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",17460,3,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Midwest","Ohio",19380,80,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",19380,80,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
1,"Midwest","Ohio",17460,63,"Never Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Other services"
1,"Midwest","Ohio",17460,80,"Widowed","Male","No high school diploma","White",0,120,"Citizen, Naturalized","Disabled",NA
1,"Midwest","Ohio",45780,51,"Separated","Male","Bachelor's degree","Asian",0,301,"Non-Citizen","Employed","Trade"
5,"Midwest","Ohio",17460,36,"Married","Female","Some college, no degree","White",1,73,"Citizen, Native","Employed","Educational and health services"
5,"Midwest","Ohio",17460,40,"Married","Male","High school","White",1,73,"Citizen, Native","Disabled",NA
5,"Midwest","Ohio",17460,9,NA,"Female",NA,"White",1,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,10,NA,"Female",NA,"White",1,73,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,13,NA,"Male",NA,"White",1,73,"Citizen, Native",NA,NA
1,"Midwest","Ohio",17460,61,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",17460,48,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",17460,44,"Divorced","Male","High school","White",0,57,"Citizen, Native","Employed","Other services"
3,"Midwest","Ohio",19380,77,"Widowed","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",19380,49,"Divorced","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
3,"Midwest","Ohio",19380,35,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Midwest","Ohio",45780,41,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Midwest","Ohio",45780,33,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Public administration"
4,"Midwest","Ohio",45780,12,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",45780,19,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",18140,53,"Divorced","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",18140,54,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Public administration"
2,"Midwest","Ohio",49660,60,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",49660,58,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Financial"
2,"Midwest","Ohio",17140,62,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",17140,58,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
1,"Midwest","Ohio",17460,80,"Widowed","Female","High school","Black",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",45780,28,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",45780,33,"Married","Female","Bachelor's degree","White",1,57,"Citizen, Native","Not in Labor Force","Educational and health services"
1,"Midwest","Ohio",17140,58,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Financial"
3,"Midwest","Ohio",10420,33,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
3,"Midwest","Ohio",10420,32,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
3,"Midwest","Ohio",10420,0,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17460,45,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
6,"Midwest","Ohio",17460,45,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
6,"Midwest","Ohio",17460,12,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17460,15,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"Midwest","Ohio",17460,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"Midwest","Ohio",17460,66,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",19380,35,"Never Married","Female","Some college, no degree","Black",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",19380,0,NA,"Male",NA,"Black",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",19380,10,NA,"Male",NA,"Black",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",17460,51,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"Midwest","Ohio",17460,51,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Midwest","Ohio",17460,16,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"Midwest","Ohio",17460,40,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"Midwest","Ohio",17460,48,"Married","Male","Doctorate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
6,"Midwest","Ohio",17460,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17460,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17460,8,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17460,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Midwest","Ohio",45780,65,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",45780,62,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",19380,71,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",19380,62,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
4,"Midwest","Ohio",17140,39,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Midwest","Ohio",17140,36,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Midwest","Ohio",17140,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",17140,17,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
1,"Midwest","Ohio",17460,31,"Never Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
8,"Midwest","Ohio",18140,39,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
8,"Midwest","Ohio",18140,45,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
8,"Midwest","Ohio",18140,6,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
8,"Midwest","Ohio",18140,8,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
8,"Midwest","Ohio",18140,9,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
8,"Midwest","Ohio",18140,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
8,"Midwest","Ohio",18140,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
8,"Midwest","Ohio",18140,16,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Midwest","Ohio",45780,53,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Midwest","Ohio",45780,53,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Other services"
4,"Midwest","Ohio",45780,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",45780,12,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",19380,41,"Never Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",19380,13,NA,"Male",NA,"Black",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",19380,18,"Never Married","Male","Some college, no degree","Black",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",17460,45,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Financial"
3,"Midwest","Ohio",17460,45,"Married","Female","Doctorate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",17460,12,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17140,52,"Married","Female","Some college, no degree","Multiracial",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",17140,80,"Married","Male","Some college, no degree","Black",0,57,"Citizen, Native","Employed","Information"
5,"Midwest","Ohio",17140,14,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17140,1,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17140,85,"Widowed","Female","High school","Multiracial",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",49660,57,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",49660,72,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",49660,15,"Never Married","Male","No high school diploma","Multiracial",0,57,"Citizen, Native","Not in Labor Force",NA
1,"Midwest","Ohio",17460,63,"Divorced","Female","Bachelor's degree","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",17460,28,"Never Married","Female","Doctorate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",17460,22,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",19380,28,"Married","Male","Professional degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",19380,30,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",49660,22,"Married","Male","No high school diploma","Black",0,57,"Citizen, Native","Unemployed","Trade"
2,"Midwest","Ohio",49660,72,"Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Retired",NA
4,"Midwest","Ohio",10420,44,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Midwest","Ohio",10420,40,"Married","Female","High school","White",0,362,"Citizen, Naturalized","Not in Labor Force",NA
4,"Midwest","Ohio",10420,0,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",10420,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Midwest","Ohio",49660,50,"Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",49660,50,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",15940,70,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",15940,71,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
1,"Midwest","Ohio",18140,45,"Separated","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",17140,74,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17140,73,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",10420,56,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
3,"Midwest","Ohio",10420,54,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",10420,16,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
1,"Midwest","Ohio",17460,85,"Widowed","Male","High school","White",0,57,"Citizen, Native","Retired",NA
5,"Midwest","Ohio",17460,48,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",17460,47,"Married","Male","Doctorate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
5,"Midwest","Ohio",17460,5,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,18,"Never Married","Male","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",45780,49,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
5,"Midwest","Ohio",45780,41,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
5,"Midwest","Ohio",45780,17,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
5,"Midwest","Ohio",45780,17,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",45780,18,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
1,"Midwest","Ohio",18140,85,"Married","Male","Professional degree","White",0,57,"Citizen, Native","Disabled",NA
4,"Midwest","Ohio",18140,32,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Midwest","Ohio",18140,32,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Midwest","Ohio",18140,0,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",18140,2,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",18140,33,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Construction"
4,"Midwest","Ohio",18140,30,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Unemployed","Professional and business services"
4,"Midwest","Ohio",18140,0,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",18140,3,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Midwest","Ohio",18140,52,"Separated","Male","Associate degree","Black",0,57,"Citizen, Native","Unemployed","Educational and health services"
2,"Midwest","Ohio",18140,47,"Never Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
6,"Midwest","Ohio",17140,35,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
6,"Midwest","Ohio",17140,8,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17140,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17140,10,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17140,13,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"Midwest","Ohio",17140,27,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",19380,59,"Married","Male","Bachelor's degree","Asian",0,233,"Citizen, Naturalized","Employed","Professional and business services"
2,"Midwest","Ohio",19380,57,"Married","Female","High school","Asian",0,217,"Citizen, Naturalized","Employed","Leisure and hospitality"
1,"Midwest","Ohio",17460,58,"Widowed","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
5,"Midwest","Ohio",17460,52,"Divorced","Male","High school","Multiracial",0,57,"Citizen, Native","Disabled",NA
5,"Midwest","Ohio",17460,2,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,6,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,71,"Divorced","Female","High school","White",0,57,"Citizen, Native","Retired",NA
5,"Midwest","Ohio",17460,44,"Divorced","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",10420,56,"Divorced","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",10420,21,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",18140,68,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",18140,64,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Other services"
3,"Midwest","Ohio",18140,31,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
3,"Midwest","Ohio",17460,58,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Unemployed","Manufacturing"
3,"Midwest","Ohio",17460,58,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",17460,24,"Never Married","Male","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",18140,49,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Midwest","Ohio",18140,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"Midwest","Ohio",18140,44,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",19380,64,"Divorced","Female","High school","Black",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",19380,29,"Never Married","Male","No high school diploma","Black",0,57,"Citizen, Native","Employed","Leisure and hospitality"
3,"Midwest","Ohio",49660,33,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",49660,38,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Midwest","Ohio",49660,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",18140,37,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"Midwest","Ohio",18140,13,NA,"Female",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",18140,14,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",18140,58,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",49660,27,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",49660,1,NA,"Female",NA,"White",1,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,45,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
5,"Midwest","Ohio",17460,42,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
5,"Midwest","Ohio",17460,3,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Midwest","Ohio",19380,65,"Divorced","Female","High school","Black",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",19380,29,"Never Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Unemployed","Leisure and hospitality"
1,"Midwest","Ohio",17140,61,"Divorced","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17140,62,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Public administration"
2,"Midwest","Ohio",17140,58,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
3,"Midwest","Ohio",10420,42,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
3,"Midwest","Ohio",10420,43,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Public administration"
3,"Midwest","Ohio",10420,23,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",49660,65,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",49660,62,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"Midwest","Ohio",17460,64,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
4,"Midwest","Ohio",17460,66,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
4,"Midwest","Ohio",17460,18,"Never Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Midwest","Ohio",17460,35,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Information"
1,"Midwest","Ohio",15940,64,"Divorced","Male","High school","White",0,57,"Citizen, Native","Retired",NA
5,"Midwest","Ohio",10420,41,"Divorced","Female","Associate degree","White",0,57,"Citizen, Native","Unemployed","Manufacturing"
5,"Midwest","Ohio",10420,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Unemployed",NA
5,"Midwest","Ohio",10420,21,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
5,"Midwest","Ohio",10420,0,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",10420,24,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Unemployed","Manufacturing"
2,"Midwest","Ohio",45780,69,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",45780,63,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",15940,63,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",15940,64,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",49660,56,"Married","Female","High school","Asian",0,240,"Citizen, Naturalized","Employed","Leisure and hospitality"
2,"Midwest","Ohio",49660,57,"Married","Male","High school","Asian",0,240,"Citizen, Naturalized","Employed","Leisure and hospitality"
1,"Midwest","Ohio",17460,58,"Widowed","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",17140,56,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",17140,25,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"Midwest","Ohio",17140,30,"Never Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Midwest","Ohio",17140,60,"Never Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",17140,53,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Midwest","Ohio",17140,53,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Disabled",NA
3,"Midwest","Ohio",17140,57,"Never Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Midwest","Ohio",10420,63,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",10420,61,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
6,"Midwest","Ohio",17140,55,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
6,"Midwest","Ohio",17140,49,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
6,"Midwest","Ohio",17140,16,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
6,"Midwest","Ohio",17140,18,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
6,"Midwest","Ohio",17140,19,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
6,"Midwest","Ohio",17140,19,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Other services"
2,"Midwest","Ohio",17140,72,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",17140,72,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Midwest","Ohio",17460,58,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Midwest","Ohio",17460,46,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",10420,73,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Midwest","Ohio",10420,73,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
1,"Midwest","Ohio",17460,65,"Never Married","Female","No high school diploma","Black",0,57,"Citizen, Native","Retired",NA
3,"Midwest","Ohio",10420,42,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"Midwest","Ohio",10420,43,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",10420,4,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",10420,42,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
4,"Midwest","Ohio",10420,42,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Midwest","Ohio",10420,12,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Midwest","Ohio",10420,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Midwest","Ohio",18140,40,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Midwest","Ohio",18140,15,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Trade"
1,"Midwest","Ohio",10420,34,"Never Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
3,"Midwest","Ohio",17460,42,"Married","Male","High school","Multiracial",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Midwest","Ohio",17460,48,"Married","Female","Some college, no degree","White",1,57,"Citizen, Native","Employed","Educational and health services"
3,"Midwest","Ohio",17460,19,"Never Married","Male","Some college, no degree","White",1,57,"Citizen, Native","Employed","Trade"
5,"Midwest","Ohio",17460,40,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
5,"Midwest","Ohio",17460,4,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,7,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,9,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
5,"Midwest","Ohio",17460,39,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Midwest","Ohio",17460,68,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Other services"
2,"Midwest","Ohio",17460,69,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Other services"
1,"Midwest","Ohio",49660,73,"Widowed","Female","High school","White",0,57,"Citizen, Native","Retired",NA
7,"Midwest","Ohio",49660,51,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Agriculture, forestry, fishing, and hunting"
7,"Midwest","Ohio",49660,47,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Agriculture, forestry, fishing, and hunting"
7,"Midwest","Ohio",49660,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
